route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,dificultad_org,pais_org,region_org,provincia_org,comarca_org,zona_org,pueblo_org,nombre_ruta_org,Punto_salida_llegada_org,poblacion_cercana_org,categoria_org
175,espana,aragon,huesca,sobrarbe,valle de ordesa,torla,paseo por san nicolas de bujaruelo,familias y ninos;lagos;rios y cascadas;rutas circulares;flora y fauna,baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,4 km",1.338,1.372,55m,0:50h,refugio de bujaruelo,torla,https://www.rutaspirineos.org/rutas/paseo-por-bujaruelo,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-paseo-por-bujaruelo_es.pdf,11/11/2025,3.4,1338.0,1372.0,55.0,,50.0,Baja,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Paseo por San Nicolás de Bujaruelo,Refugio de Bujaruelo,Torla,familias y ninos;lagos;rios y cascadas;rutas circulares;flora y fauna
176,espana,cataluna,lerida,val daran,vielhamijaran,vielha,paseo por el mijaran desde vielha,familias y ninos;patrimonio historico;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,8 km",928.0,1.046,160m,1:55h,ayuntamiento de vielha,vielha,https://www.rutaspirineos.org/rutas/passeig-pel-mijaran-vielha,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,11/11/2025,6.8,928.0,1046.0,160.0,,115.0,Baja,España,Cataluña,Lérida,Val d'Aran,Vielha-Mijaran,Vielha,Paseo por el Mijaran desde Vielha,Ayuntamiento de Vielha,Vielha,familias y ninos;patrimonio historico;rutas circulares
177,espana,cataluna,barcelona,bergueda,los valles de saldes y gosol,saldes,pedraforca 2506m por el collado del verdet y la enforcadura,rutas circulares;paisajes pintorescos;ascensiones alta montana,alta,"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","8,1 km",1.573,2.506,1.100m,5:00h,mirador del gresolet,saldes,https://www.rutaspirineos.org/rutas/pedraforca-pollego-superior-por-el-collado-del-verdet,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pedraforca-pollego-superior-por-el-collado-del-verdet_es.pdf,11/11/2025,8.1,1573.0,2506.0,1100.0,,300.0,Alta (PD),España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Saldes,Pedraforca (2.506m) por el collado del Verdet y la Enforcadura,Mirador del Gresolet,Saldes,rutas circulares;paisajes pintorescos;ascensiones alta montana
178,espana,cataluna,barcelona,bergueda,los valles de saldes y gosol,gosol,pedraforca 2506m desde gosol,ascensiones alta montana;paisajes pintorescos,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","8,4 km",1.415,2.506,1.100m,6:45h,gosol  hostal cal francisco,gosol,https://www.rutaspirineos.org/rutas/pedraforca-por-gosol-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pedraforca-por-gosol-bergueda_es.pdf,11/11/2025,8.4,1415.0,2506.0,1100.0,,405.0,Alta (F),España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca (2.506m) desde Gósol,Gósol - Hostal Cal Franciscó,Gósol,ascensiones alta montana;paisajes pintorescos
179,espana,cataluna,lerida,solsones,port del comte,la coma y la pedra,pedro dels quatre batlles 2386m,rutas circulares;ascensiones media montana,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,8 km",1.933,2.386,590m,4:00h,aparcamiento de la estivella,la coma y la pedra,https://www.rutaspirineos.org/rutas/pedro-dels-quatre-batlles-port-del-comte-solsones,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pedro-dels-quatre-batlles-port-del-comte-solsones_es.pdf,11/11/2025,10.8,1933.0,2386.0,590.0,,240.0,Media,España,Cataluña,Lérida,Solsonés,Port del Comte,La Coma y la Pedra,Pedró dels Quatre Batlles (2.386m),Aparcamiento de la Estivella,La Coma y la Pedra,rutas circulares;ascensiones media montana
180,espana,cataluna,lerida,alto urgel,urgellet,montferrer y castellbo,por los bosques de sant joan de lerm,familias y ninos;patrimonio historico;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,9 km",1.489,1.936,475m,2:55h,refugio de la basseta,castellbo,https://www.rutaspirineos.org/rutas/pels-boscos-de-sant-joan-de-lerm,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pels-boscos-de-sant-joan-de-lerm_es.pdf,12/11/2025,9.9,1489.0,1936.0,475.0,,175.0,Media,España,Cataluña,Lérida,Alto Urgel,Urgellet,Montferrer y Castellbò,Por los bosques de Sant Joan de l'Erm,Refugio de la Basseta,Castellbò,familias y ninos;patrimonio historico;rutas circulares
181,espana,cataluna,gerona,alto ampurdan,cabo de creus,port de la selva,por los dominios de sant pere de rodes,paisajes pintorescos;patrimonio historico;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,6 km",50.0,558.0,920m,5:35h,ermita de santa helena,puerto de la selva,https://www.rutaspirineos.org/rutas/pels-dominis-de-sant-pere-de-rodes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pels-dominis-de-sant-pere-de-rodes_es.pdf,11/11/2025,17.6,50.0,558.0,920.0,,335.0,Notable,España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Port de la Selva,Por los dominios de Sant Pere de Rodes,Ermita de Santa Helena,Puerto de la Selva,paisajes pintorescos;patrimonio historico;rutas circulares
182,espana,cataluna,gerona,garrotxa,la comarca de olot,santa pau,por antiguos caminos de monjes en sant julia del mont,patrimonio historico;ascensiones media montana;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,3 km",456.0,907.0,800m,4:40 h,calle mayor  santa pau,santa pau,https://www.rutaspirineos.org/rutas/per-antics-camins-de-monjos-a-sant-julia-del-mont,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-per-antics-camins-de-monjos-a-sant-julia-del-mont_es.pdf,11/11/2025,15.3,456.0,907.0,800.0,,280.0,Notable,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Santa Pau,Por antiguos caminos de monjes en Sant Julià del Mont,Calle Mayor - Santa Pau,Santa Pau,patrimonio historico;ascensiones media montana;rutas circulares
183,andorra,parroquia de la massana,arinsal,,,,pico de comapedrosa 2942m desde arinsal,ascensiones alta montana;lagos;rios y cascadas;rutas circulares,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","14,3 km",1.575,2.942,1.380m,6:05h,arinsal  prats sobirans,arinsal,https://www.rutaspirineos.org/rutas/pic-de-comapedrosa-arinsal-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-de-comapedrosa-arinsal-andorra_es.pdf,11/11/2025,14.3,1575.0,2942.0,1380.0,,365.0,Alta (F),Andorra,Parroquia de la Massana,Arinsal,,,,Pico de Comapedrosa (2.942m) desde Arinsal,Arinsal - Prats Sobirans,Arinsal,ascensiones alta montana;lagos;rios y cascadas;rutas circulares
184,andorra,parroquia de canillo,ransol,,,,lagos de ransol y pico de la serrera 2913m,lagos;rios y cascadas;rutas circulares;ascensiones alta montana,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","10,6 km",1.944,2.913,1.010m,4:15h,final carretera coma de ransol,ransol,https://www.rutaspirineos.org/rutas/pic-de-la-serrera-canillo-vall-de-ransol,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-de-la-serrera-canillo-vall-de-ransol_es.pdf,11/11/2025,10.6,1944.0,2913.0,1010.0,,255.0,Alta (F),Andorra,Parroquia de Canillo,Ransol,,,,Lagos de Ransol y pico de la Serrera (2.913m),Final carretera Coma de Ransol,Ransol,lagos;rios y cascadas;rutas circulares;ascensiones alta montana
185,andorra,parroquia de ordino,el serrat,,,,pico de la serrera 2913m por el valle de sorteny,rutas circulares;ascensiones alta montana,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","12,7 km",1.783,2.913,1.135m,6:30h,la canya de la rabassa,el serrat,https://www.rutaspirineos.org/rutas/pic-de-la-serrera-ordino-vall-de-sorteny,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-de-la-serrera-ordino-vall-de-sorteny_es.pdf,11/11/2025,12.7,1783.0,2913.0,1135.0,,390.0,Alta (F),Andorra,Parroquia de Ordino,El Serrat,,,,Pico de la Serrera (2.913m) por el valle de Sorteny,La Canya de la Rabassa,El Serrat,rutas circulares;ascensiones alta montana
186,francia,mediodiapirineos,ariege,los valles de ax,axlesthermes,,pico de rulhe 2783m desde el pla de las peyres,rutas circulares;ascensiones alta montana,alta,"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16 km,1.7,2.783,+485m | +615m/-1.100m,1:30h | 6:50h,pla de las peyres,aston,https://www.rutaspirineos.org/rutas/pic-de-rulhe-desde-el-pla-de-las-peyres,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-de-rulhe-desde-el-pla-de-las-peyres_es.pdf,11/11/2025,16.0,1.7,2783.0,485.0,-1100.0,90.0,Alta (PD),Francia,Mediodía-Pirineos,Ariege,Los Valles de Ax,Ax-les-Thermes,,Pico de Rulhe (2.783m) desde el Pla de las Peyres,Pla de las Peyres,Aston,rutas circulares;ascensiones alta montana
187,francia,mediodiapirineos,ariege,donezan,mijanes,,pico de tarbesou 2364m desde mijanes,rutas circulares;ascensiones alta montana;raquetas de nieve,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",11 km,1.537,2.364,1.225m,4:30h,estacion de esqui de mijanes,mijanes,https://www.rutaspirineos.org/rutas/pic-de-tarbesou-desde-mijanes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-de-tarbesou-desde-mijanes_es.pdf,11/11/2025,11.0,1537.0,2364.0,1225.0,,270.0,Alta (F),Francia,Mediodía-Pirineos,Ariege,Donezan,Mijanes,,Pico de Tarbésou (2.364m) desde Mijanes,Estación de esquí de Mijanes,Mijanes,rutas circulares;ascensiones alta montana;raquetas de nieve
188,francia,mediodiapirineos,altos pirineos,pays toy,gavarnie,,pico de tentes 2322m desde el collado de tentes,familias y ninos;ascensiones media montana,baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,4 km",2.208,2.322,114m,0:30h,collado de tentes,gavarnie,https://www.rutaspirineos.org/rutas/pic-des-tentes-desde-el-col-des-tentes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-des-tentes-desde-el-col-des-tentes_es.pdf,11/11/2025,1.4,2208.0,2322.0,114.0,,30.0,Baja,Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Pico de Tentes (2.322m) desde el collado de Tentes,Collado de Tentes,Gavarnie,familias y ninos;ascensiones media montana
189,andorra,parroquia de encamp,grau roig,,,,pico de montmalus 2781m y circo de los colells,paisajes pintorescos;lagos;rios y cascadas;rutas circulares;ascensiones alta montana,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","10,4 km",2.1,2.781,875m,4:00h,parking el cubil  grau roig,soldeu,https://www.rutaspirineos.org/rutas/pic-montmalus-circ-colells-grau-roig,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pic-montmalus-circ-colells-grau-roig_es.pdf,11/11/2025,10.4,2.1,2781.0,875.0,,240.0,Alta (F),Andorra,Parroquia de Encamp,Grau Roig,,,,Pico de Montmalús (2.781m) y circo de los Colells,Parking El Cubil - Grau Roig,Soldeu,paisajes pintorescos;lagos;rios y cascadas;rutas circulares;ascensiones alta montana
190,francia,languedocrosellon,pirineos orientales,alta cerdana,montlouis,,carlit 2921m desde el embalse de las bulloses,rutas circulares;ascensiones alta montana,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.016,2.921,950m,5:00h,embalse de las bulloses,montlouis,https://www.rutaspirineos.org/rutas/pica-del-carlit-desde-les-bulloses,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pica-del-carlit-desde-les-bulloses_es.pdf,11/11/2025,15.0,2016.0,2921.0,950.0,,300.0,Alta (F),Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Mont-Louis,,Carlit (2.921m) desde el embalse de las Bulloses,Embalse de las Bulloses,Mont-Louis,rutas circulares;ascensiones alta montana
191,espana,cataluna,lerida,pallars sobira,vall ferrera,alins,pica destats 3143m desde la vall ferrera,ascensiones alta montana;cimas de 3000m;paisajes pintorescos,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","20,4 km",1.805,3.143,1.338m,10:15h,la molinassa,areu,https://www.rutaspirineos.org/rutas/pica-estats-desde-el-refugio-de-la-vall-ferrera,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pica-estats-desde-el-refugio-de-la-vall-ferrera_es.pdf,11/11/2025,20.4,1805.0,3143.0,1338.0,,615.0,Alta (F),España,Cataluña,Lérida,Pallars Sobirá,Vall Ferrera,Alins,Pica d'Estats (3.143m) desde la Vall Ferrera,La Molinassa,Àreu,ascensiones alta montana;cimas de 3000m;paisajes pintorescos
192,espana,navarra,navarra montana,valles pirenaicos navarra,valle de roncal y belagua,isaba,pico arlas 2044m desde el collado de la piedra de san martin,paisajes pintorescos;ascensiones media montana,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"3,9 km",1.76,2.044,325m,1:30h,collado piedra de san martin,isaba,https://www.rutaspirineos.org/rutas/pico-arlas-larra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pico-arlas-larra_es.pdf,11/11/2025,3.9,1.76,2044.0,325.0,,90.0,Media,España,Navarra,Navarra Montaña,Valles Pirenaicos (Navarra),Valle de Roncal y Belagua,Isaba,Pico Arlas (2.044m) desde el collado de la Piedra de San Martín,Collado Piedra de San Martín,Isaba,paisajes pintorescos;ascensiones media montana
193,espana,cataluna,lerida,pallars sobira,las valls daneu,espot,pico de amitges 2848m y tuc de saboredo 2829m,ascensiones alta montana;paisajes pintorescos;lagos;rios y cascadas,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21 km,1.634,2.848,1.500m,11:00h,aparcamiento de prat pierro,espot,https://www.rutaspirineos.org/rutas/pico-de-amitges-y-tuc-de-saboredo-por-sant-maurici,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pico-de-amitges-y-tuc-de-saboredo-por-sant-maurici_es.pdf,12/11/2025,21.0,1634.0,2848.0,1500.0,,660.0,Alta (F),España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Espot,Pico de Amitges (2.848m) y Tuc de Saboredo (2.829m),Aparcamiento de Prat Pierró,Espot,ascensiones alta montana;paisajes pintorescos;lagos;rios y cascadas
194,andorra,parroquia de ordino,el serrat,,,,pico de cataperdis 2806m y pico de arcalis 2776m,rutas circulares;ascensiones alta montana;crestas y corredores,alta,"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",5 km,2.36,2.806,580m,3:40h,tunel del port de rat arcalis,el serrat,https://www.rutaspirineos.org/rutas/pico-de-cataperdis-y-pico-de-arcalis,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pico-de-cataperdis-y-pico-de-arcalis_es.pdf,11/11/2025,5.0,2.36,2806.0,580.0,,220.0,Alta (PD),Andorra,Parroquia de Ordino,El Serrat,,,,Pico de Cataperdís (2.806m) y pico de Arcalís (2.776m),Túnel del Port de Rat (Arcalís),El Serrat,rutas circulares;ascensiones alta montana;crestas y corredores
195,espana,cataluna,lerida,pallars sobira,valle de cardos,tavascanlladorre,pico de la coma del forn 2685m desde la pleta del prat,ascensiones alta montana;raquetas de nieve,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","6,8 km",1.72,2.685,965m,5:35h,refugio pleta del prat,tavascan,https://www.rutaspirineos.org/rutas/pico-de-la-coma-del-forn-desde-la-pleta-del-prat-tavascan,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-pico-de-la-coma-del-forn-desde-la-pleta-del-prat-tavascan_es.pdf,11/11/2025,6.8,1.72,2685.0,965.0,,335.0,Alta (F),España,Cataluña,Lérida,Pallars Sobirá,Valle de Cardós,Tavascan-Lladorre,Pico de la Coma del Forn (2.685m) desde la Pleta del Prat,Refugio Pleta del Prat,Tavascan,ascensiones alta montana;raquetas de nieve
