route_id,pdf_path,table_idx,punto_de_paso,tiempo,altura,latitud,longitud
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,2a chimenea,0:40h,N 42.8457090º,E -0.4327340º,2.430m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,"8 9
       3a chimenea",1:20h,N 42.8451849º,E -0.4348338º,2.623m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Cruz del Portillón,1:30h,N 42.844975º,E -0.4346730º,2.655m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Midi d’Ossau,2:20h,N 42.8430020º,E -0.4380640º,2.884m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Aparcamiento de Anéou,6:20h,N 42.8149616º,E -0.4181219º,1.730m,
163,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-de-la-vall-en-bas-santa-magdalena-del-mont-les-olletes_es.pdf,2,Área del Pla d’en Xurri,0:00h,604m,42.145359º,2.395120º,
163,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-de-la-vall-en-bas-santa-magdalena-del-mont-les-olletes_es.pdf,2,Camino de la izquierda,0:30h,751m,42.140751º,2.392820º,
163,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-de-la-vall-en-bas-santa-magdalena-del-mont-les-olletes_es.pdf,2,Cruce de caminos de Restobles,1:15h,1.031m,42.137611º,2.380590º,
163,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-de-la-vall-en-bas-santa-magdalena-del-mont-les-olletes_es.pdf,2,Cascada del Salto de Sallent,1:25h,1.024m,42.139736º,2.374840º,
163,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-de-la-vall-en-bas-santa-magdalena-del-mont-les-olletes_es.pdf,2,Ermita de Santa Magdalena del Mont,2:20h,1.274m,42.133141º,2.398440º,
163,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-de-la-vall-en-bas-santa-magdalena-del-mont-les-olletes_es.pdf,2,Área del Pla d’en Xurri,3:15h,604m,42.145359º,2.395120º,
164,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-del-cap-de-la-roca-en-esterri-de-cardos_es.pdf,1,Esterri de Cardós,0:00h,1.195m,42.592260º,1.262184º,
164,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-del-cap-de-la-roca-en-esterri-de-cardos_es.pdf,1,Capilla de Sant Sebastià,0:15h,1.229m,42.594879º,1.256420º,
164,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-del-cap-de-la-roca-en-esterri-de-cardos_es.pdf,1,Desvío mirador - Lladrós,0:25h,1.228m,42.597258º,1.249281º,
164,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-del-cap-de-la-roca-en-esterri-de-cardos_es.pdf,1,Mirador del Cap de la Roca,0:30h,1.221m,42.597396º,1.247262º,
164,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mirador-del-cap-de-la-roca-en-esterri-de-cardos_es.pdf,1,Esterri de Cardós,1:00h,1.195m,42.592260º,1.262184º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,Inicio sendero de los miradores,0:00h,1.204m,42.5976680º,0.1420859º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,Ermita de San Lorenzo,0:15h,1.230m,42.5992118º,0.1361216º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,Desvio ruta circular Revilla,0:25h,1.251m,42.6008109º,0.1308799º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,"4 5
        Mirador de Angonés Norte",0:28h,1.230m,42.6010090º,0.1291959º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,Mirador de Angonés Sur,0:30h,1.223m,42.6007170º,0.1292160º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,"6 7
        Señalización Revilla",1:00h,1.362m,42.6028340º,0.1374620º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,Revilla,1:30h,1.224m,42.5993103º,0.1464564º,
166,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-miradores-de-revilla-angones-gargantas-de-escuain_es.pdf,4,Inicio sendero de los miradores,1:35h,1.204m,42.5976680º,0.1420859º,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Área descanso fuente de la Figuereta,0:00h,N 42.2708171º,E 1.0276388º,550m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Bauma vivac,0:05h,N 42.2694898º,E 1.0243207º,580m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,3,,,,,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Desvío Sant Pere de les Maleses,0:15h,N 42.2678881º,E 1.0220831º,610m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Giro a la derecha,0:30h,N 42.2720563º,E 1.0192370º,710m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Cruce señalizado,0:50h,N 42.2787100º,E 1.0251850º,638m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,"6 7
       Monasterio Sant Pere de les Maleses",1:02h,N 42.2814357º,E 1.0250665º,650m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Barranco de Sant Pere,1:15h,N 42.2800120º,E 1.0256293º,610m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,"8 9
       Cueva de la Serpent",1:35h,N 42.2808563º,E 1.0345773,670m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Carretera N-260,2:00h,N 42.2860637º,E 1.0367060º,550m,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,1,,,,,
167,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-monasterio-de-sant-pere-de-les-maleses-collegats_es.pdf,3,Área descanso fuente de la Figuereta,2:35h,N 42.2708171º,E 1.0276388º,550m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,1er día,,,,,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Aparcamiento del puente de Perosa,0:00h,N 42.7530813º,E 1.0853976º,1.475m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Barranco de Clavera,0:20h,N 42.7617775º,E 1.0704915º,1.560m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,3,,,,,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Lago de Clavera,2:05h,N 42.7788100º,E 1.0763872º,2.260m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,4,,,,,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Collado de la Pala Clavera,2:40h,N 42.7839632º,E 1.0744761º,2.522m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,5,,,,,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Pico de la Pala Clavera,3:05h,N 42.7878430º,E 1.0767464º,2.721m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,"6 7
       Mont Valier",4:30h,N 42.7977076º,E 1.0859709º,2.838m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Refugio de Estagnous,5:20h,N 42.7972503º,E 1.0725974º,2.246m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,2o día,,,,,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Refugio de Estagnous,0:00h,N 42.7972503º,E 1.0725974º,2.246m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,"8 9
       Puerto de Barlonguère",1:50h,N 42.7900837º,E 1.0420198º,2.400m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Collado fronterizo - Tres Comtes,3:15h,N 42.7822056º,E 1.0515505º,2.565m,
168,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera_es.pdf,3,Aparcamiento del puente de Perosa,5:45h,N 42.7530813º,E 1.0853976º,1.475m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,1er día,,,,,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Aparcamiento embalse de Cavallers,0:00h,N 42.5847248º,E 0.8550423º,1.730m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Presa de Cavallers,0:05h,N 42.5843508º,E 0.8564460º,1.785m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,3,,,,,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Planell de Riumalo,1:00h,N 42.5995055º,E 0.8581109º,1.850m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,4,,,,,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Refugio Ventosa i Calvell,2:15h,N 42.6053330º,E 0.8773142º,2.220m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,2o día,,,,,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Refugio Ventosa i Calvell,0:00h,N 42.6053330º,E 0.8773142º,2.220m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Cruce de caminos,0:25h,N 42.6141287º,E 0.8821683º,2.310m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,"6 7
       Coret de Oelhacrestada",1:10h,N 42.6263221º,E 0.8763863º,2.475m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Collado oriental del Montardo,1:50h,N 42.6317296º,E 0.8790093º,2.730m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Montardo,2:20h,N 42.6333475º,E 0.8753657º,2.883m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,,2:30h,N 42.6312876º,E 0.8768892º,2.785m,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Montardo Petit,,,,,
169,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-montardo-y-petit-montardo-por-cavallers_es.pdf,3,Aparcamiento embalse de Cavallers,5:35h,N 42.5847248º,E 0.8550423º,1.730m,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Santuario de Núria,0:00h,1.960m,42.3970661º,2.1521360º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Cumbre del Puigmal,2.00h,2.913m,42.3833596º,2.1168127º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico del Segre,2:45h,2.843m,42.397262º,2.121420º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico de Finestrelles,3:45h,2.828m,42.414849º,2.133798º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico de Eina,4:40h,2.789m,42.156995º,2.157010º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico de Noufonts,5:00h,2.861m,42.424875º,2.167628º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico de Noucreus,5:35h,2.799m,42.419426º,2.184157º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico de la Fossa del Gegant,6:00h,2.808m,42.417392º,2.190507º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico de Fontnegra,6:45h,2.728m,42.403239º,2.181792º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Pico del Àliga,7:15h,2.422m,42.396669º,2.166095º,
171,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-nuria-vall-de-nuria-ripolles_es.pdf,2,Santuario de Núria,8:35h,1.960m,42.3970661º,2.1521360º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Sant Julià de Cerdanyola,0:00h,943m,42.223301º,1.893415º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Collado de Jou,1:00h,1.250m,42.230104º,1.910607º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Collado de Sobirana,1:30h,1.196m,42.222077º,1.928050º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Clot de la Fou,2:00h,1.437m,42.213649º,1.937546º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Campo del Ermità,2:10h,1.455m,42.210308º,1.933638º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Collado de Llobató,2:30h,1.607m,42.205091º,1.933253º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Llano de la Clusa,2:40h,1.657m,42.202865º,1.931243º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Cruce del Grapissot,3:00h,1.466m,42.204337º,1.920967º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Paso de Malanyeu,3:20h,1.379m,42.206441º,1.908030º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,1     Mal Pas,4:10h,1.297m,42.209379º,1.887644º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Cap del Grau,4:55h,1.052m,42.218416º,1.886658º,
172,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-olla-de-sant-julia-de-cerdanyola-bergueda_es.pdf,1,Sant Julià de Cerdanyola,5:05h,943m,42.223301º,1.893415º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Puerta Carretera,0:00h,66m,42.3214640º,3.2976730º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Aparcamiento Paraje de Tudela,0:05h,48m,42.3244140º,3.2958730º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Es Camell,0:08h,47m,42.3251320º,3.2957000º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Mirador Pla de Tudela,0:12h,31m,42.3266310º,3.2950740º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Mirador de la Gran Sala,0:15h,18m,42.3270930º,3.2955200º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Mirador de la Illa de Portaló,0:19h,27m,42.3271170º,3.2936040º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Mirador de Pamperris,0:23h,29m,42.3290330º,3.2940270º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,S’Àliga,0:30h,7m,42.3261750º,3.2978740º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Cala Culleró,0:40h,10m,42.3251600º,3.3055600º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Cala Culip,0:45h,13m,42.3234460º,3.3069880º,
173,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,1,Puerta Carretera,1:15h,66m,42.3214640º,3.2976730º,
175,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paseo-por-bujaruelo_es.pdf,2,Refugio de Bujaruelo,0:00h,1.338m,42.6947320º,-0.1064560º,
175,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paseo-por-bujaruelo_es.pdf,2,Desvío pista valle de Otal,0:20h,1.368m,42.7009750º,-0.1201720º,
175,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paseo-por-bujaruelo_es.pdf,2,Puente de Oncins,0:25h,1.363m,42.7023920º,-0.1203790º,
175,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paseo-por-bujaruelo_es.pdf,2,Refugio de Bujaruelo,0:50h,1.338m,42.6947320º,-0.1064560º,
176,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,2,Ayuntamiento de Vielha - plaza dera Glèisa,0:00h,964m,42.701763º,0.795537º,
176,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,2,Urbanización de Santa Gèmma,0:30h,1.000m,42.715412º,0.799914º,
176,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,2,Iglesia de Sant Feliu de Vilac,1:00h,1.036m,42.721719º,0.797577º,
176,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,2,Puente de Beussa,1:20h,928m,42.718528º,0.794968º,
176,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,2,Iglesia de Sant Martí de Gausac,1:45h,977m,42.707570º,0.792034º,
176,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-passeig-pel-mijaran-vielha_es.pdf,2,1,,,,,
