route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha
250,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,"De Sort a Gerri de la Sal por Estac, Mencui y Peramea",Paisajes pintorescos;Patrimonio histórico,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,33 km,607.0,1.34,+ 1.764m / - 1.854m,9:30h,Hotel Les Brases - Sort,Sort,https://www.rutaspirineos.org/rutas/sort-estac-mencui-peramea-gerri-de-la-sal,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,11/11/2025
251,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,Noguera Pallaresa y Valle de Àssua desde Sort,"Lagos, ríos y cascadas;Rutas circulares;Patrimonio histórico",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"18,7 km",692.0,1.099,605m,4:45h,Sort - Hotel Les Brases,Sort,https://www.rutaspirineos.org/rutas/sort-rialp-surp-altron-olp-sort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,11/11/2025
252,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Sort,Tornafort y el valle de Siarb desde Sort,"Rutas circulares;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"18,5 km",670.0,1.3,700m,4:30h,Sort - Hotel Les Brases,Sort,https://www.rutaspirineos.org/rutas/sort-saverneda-puiforniu-tornafort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,11/11/2025
253,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Ribes de Freser,Taga (2.040m) desde Pardines,Rutas circulares;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,12 km,1.27,2.04,770m,3:45h,Santa Magdalena de Puigsac,Pardines,https://www.rutaspirineos.org/rutas/taga-desde-pardines,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,11/11/2025
254,Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Taillón (3.144m) por la Brecha de Rolando,Paisajes pintorescos;Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.208,3.144,+400m | +557m/-957m,1:40h | 4:40h,Collado de Tentes,Gavarnie,https://www.rutaspirineos.org/rutas/taillon-por-brecha-de-rolando-y-sarradets,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,11/11/2025
255,Andorra,Parroquia de Sant Julià de Lòria,Sant Julià de Lòria,,,,Tomb Lauredià Corto de Sant Julià de Lòria,Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,4 km",900.0,1.155,300m,1:20h,Plaza de la Germandat,Sant Julià de Lòria,https://www.rutaspirineos.org/rutas/tomb-lauredia-curt-sant-julia-de-loria-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,11/11/2025
256,Andorra,Parroquia de Sant Julià de Lòria,Sant Julià de Lòria,,,,Tomb Lauredià Largo de Sant Julià de Lòria,Patrimonio histórico;Rutas circulares;Paisajes pintorescos,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,1 km",892.0,1.311,1.400m,6:15h,Plaza de la Germandat,Sant Julià de Lòria,https://www.rutaspirineos.org/rutas/tomb-lauredia-llarg-sant-julia-de-loria-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,11/11/2025
257,Andorra,Parroquia de Sant Julià de Lòria,Sant Julià de Lòria,,,,Tomb Lauredià Medio de Sant Julià de Lòria,"Rutas circulares;Patrimonio histórico;Paisajes pintorescos;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8 km,885.0,1.18,680m,3:00h,Plaza de la Germandat,Sant Julià de Lòria,https://www.rutaspirineos.org/rutas/tomb-lauredia-mitja-sant-julia-de-loria-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tomb-lauredia-mitja-sant-julia-de-loria-andorra_es.pdf,11/11/2025
258,España,Cataluña,Lérida,Alto Urgel,La Vall de la Vansa,La Vansa y Fórnols,Ascensión a la Torreta de Cadí (2.562m),Paisajes pintorescos;Rutas circulares;Ascensiones media montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","23,6 km",1.364,2.562,1.345m,7:05h,Iglesia de Sant Martí de Adraén,Adraén,https://www.rutaspirineos.org/rutas/torreta-de-cadi,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-torreta-de-cadi_es.pdf,11/11/2025
259,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Torreta del Orri (2.439m) desde Llagunes,Rutas circulares;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,6 km",1.302,2.439,1.200m,6:00h,Llagunes - Refugio Vall de Siarb,Llagunes,https://www.rutaspirineos.org/rutas/torreta-de-orri-desde-llagunes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-torreta-de-orri-desde-llagunes_es.pdf,11/11/2025
260,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Torreta del Orri (2.439m) por las Comes de Rubió,Raquetas de nieve;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,18 km,1.648,2.439,800m,6:45h,Rubió,Rubió,https://www.rutaspirineos.org/rutas/torreta-orri-por-comes-de-rubio,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-torreta-orri-por-comes-de-rubio_es.pdf,11/11/2025
261,España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),Alp,La Tosa (2.536m) desde Urús,Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,3 km",1.264,2.536,1.350m,6:45h,Plaza Major de Urús,Urús,https://www.rutaspirineos.org/rutas/tosa-alp-des-de-urus-cerdanya,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tosa-alp-des-de-urus-cerdanya_es.pdf,11/11/2025
262,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Lles de Cerdaña,Tossa Plana de Lles (2.905m) desde el Pradell,Ascensiones alta montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"7,1 km",2.115,2.905,790m,3:45h,Cabaña - refugio del Pradell,Lles de Cerdaña,https://www.rutaspirineos.org/rutas/tossa-plana-de-lles-des-del-pradell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tossa-plana-de-lles-des-del-pradell_es.pdf,11/11/2025
263,España,Cataluña,Lérida,Val d'Aran,Vielha-Mijaran,Es Bòrdes,Artiga de Lin y Uelhs deth Joèu,"Lagos, ríos y cascadas;Paisajes pintorescos;Familias y niños;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,1.393,1.49,90m,1:10h,Aparcamiento Uelhs deth Joèu,Es Bòrdes,https://www.rutaspirineos.org/rutas/uelhs-deth-joeu-era-artiga-de-lin,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-uelhs-deth-joeu-era-artiga-de-lin_es.pdf,11/11/2025
264,Andorra,Parroquia de Escaldes-Engordany,Escaldes-Engordany,,,,Itinerario del Valle del Madriu,"Paisajes pintorescos;Lagos, ríos y cascadas;Patrimonio histórico",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"22,8 km",1.235,2.48,1.350m,7:00h,Carretera de la Plana,Escaldes-Engordany,https://www.rutaspirineos.org/rutas/vall-de-madriu-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vall-de-madriu-andorra_es.pdf,11/11/2025
265,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Valle de la Géla,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7 km,1.4,1.71,+315m/-315m,2:00h,Carretera D173,Le Plan (Aragnouet),https://www.rutaspirineos.org/rutas/valle-de-la-gela,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-de-la-gela_es.pdf,11/11/2025
266,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Valle de Otal desde San Nicolás de Bujaruelo,Flora y fauna;Familias y niños,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"13,5 km",1.338,1.622,315m,3:15h,Bujaruelo,Torla,https://www.rutaspirineos.org/rutas/valle-de-otal,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-de-otal_es.pdf,11/11/2025
267,España,Cataluña,Lérida,Pallars Jussá,"Vall Fosca, Bellera y Manyanet",La Torre de Capdella,Valle de Riqüerna y camino de Rus desde Capdella,"Familias y niños;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,8 km",1.41,1.855,450m,2:30h,Capdella,Capdella,https://www.rutaspirineos.org/rutas/valle-de-riquerna-desde-capdella-vall-fosca,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-de-riquerna-desde-capdella-vall-fosca_es.pdf,11/11/2025
268,España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Esterri d´Àneu,El valle y los lagos de Gerber,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,6 km",1.919,2.165,290m,2:50h,Aparcamiento del Clot Gran,Sorpe,https://www.rutaspirineos.org/rutas/valle-y-lagos-de-gerber-port-de-la-bonaigua,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-y-lagos-de-gerber-port-de-la-bonaigua_es.pdf,11/11/2025
269,España,Cataluña,Barcelona,Vallès Oriental,El Montseny,Cànoves i Samalús,El Castanyer Gros de Can Cuch y el pantano de Vallforners,"Rutas circulares;Patrimonio histórico;Lagos, ríos y cascadas;Familias y niños",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"8,5 km",444.0,818.0,+410 m / -410 m,3:30 h,Aparcamiento de Vallforners,Cànoves i Samalús,https://www.rutaspirineos.org/rutas/vallforners-castanyer-can-cuc-sant-salvador-terrades,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vallforners-castanyer-can-cuc-sant-salvador-terrades_es.pdf,11/11/2025
270,España,Cataluña,Barcelona,Barcelonès,Collserola,Vallvidrera,De Vallvidrera al Tibidabo por la fuente de la Budellera,Patrimonio histórico;Familias y niños;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,5 km",240.0,500.0,300 m,2:15 h,Centro del Parque Collserola,Vallvidrera,https://www.rutaspirineos.org/rutas/vallvidrera-tibidabo-fuente-budellera,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vallvidrera-tibidabo-fuente-budellera_es.pdf,11/11/2025
271,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Vía del Nicolau en el Alto Berguedá,Familias y niños;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,12 km,739.0,947.0,265m,3:30h,Sant Joan del Avellanet,Bagá,https://www.rutaspirineos.org/rutas/via-nicolau-baga-sant-joan-avellanet,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-via-nicolau-baga-sant-joan-avellanet_es.pdf,11/11/2025
272,España,Cataluña,Barcelona,Berguedá,Bajo Berguedá,Berga,Vía Verde de Cal Rosal a Pedret,"Familias y niños;Patrimonio histórico;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,5 km",486.0,586.0,110m,2:30h,Inicio vía verde - Cal Rosal,Berga,https://www.rutaspirineos.org/rutas/via-verda-cal-rosal-pedret-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-via-verda-cal-rosal-pedret-bergueda_es.pdf,11/11/2025
273,Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Del Gran Vignemale (3.298m) al Montferrat (3.219m) desde Ossoue,Ascensiones alta montaña;Cimas de 3.000m;Crestas y corredores;Paisajes pintorescos,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",19 km,1.834,3.298,+850m | +1.024m / -1.805m,2:30h | 7:45h,Barrage d'Ossoue,Gavarnie,https://www.rutaspirineos.org/rutas/vignemale-pique-longue-desde-el-valle-de-ossoue,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vignemale-pique-longue-desde-el-valle-de-ossoue_es.pdf,12/11/2025
274,España,Cataluña,Gerona,Gironés,El valle del Ter,Bescanó,El volcán de la Crosa de Sant Dalmai,Familias y niños;Rutas circulares;Paisajes pintorescos,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,9 km",150.0,190.0,60m,0:40h,Área de las Guilloteres,Bescanó,https://www.rutaspirineos.org/rutas/volca-de-la-crosa-de-sant-dalmai,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volca-de-la-crosa-de-sant-dalmai_es.pdf,11/11/2025
275,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Vuelta a la sierra de Freixa desde Llagunes,"Rutas circulares;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,5 km",1.302,1.7,500m,2:40h,Llagunes - Refugio Vall de Siarb,Llagunes,https://www.rutaspirineos.org/rutas/volta-a-la-serra-de-freixa-des-de-llagunes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volta-a-la-serra-de-freixa-des-de-llagunes_es.pdf,11/11/2025
276,España,Cataluña,Gerona,La Selva,Depresión de la Selva,Hostalric,Vuelta al castillo de Hostalric,Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,4 km",62.0,117.0,55m,0:40h,Plaza dels Bous,Hostalric,https://www.rutaspirineos.org/rutas/volta-al-castell-hostalric,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volta-al-castell-hostalric_es.pdf,11/11/2025
277,España,Cataluña,Lérida,Pallars Jussá,Pobla de Segur y Conca de Dalt,La Pobla de Segur,Vuelta al Roc de Pessonada,Paisajes pintorescos;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,7 km",863.0,1.223,375m,2:30h,Pessonada,Pessonada,https://www.rutaspirineos.org/rutas/volta-al-roc-de-pessonada,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volta-al-roc-de-pessonada_es.pdf,11/11/2025
278,España,Cataluña,Lérida,Pallars Sobirá,Mig Pallars,Llavorsí,Vuelta a los campos de Arnui desde Llavorsí,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,5 km,811.0,1.347,540m,1:50h,Escuelas de Llavorsí,Llavorsí,https://www.rutaspirineos.org/rutas/volta-als-camps-arnui-llavorsi,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volta-als-camps-arnui-llavorsi_es.pdf,11/11/2025
279,España,Cataluña,Barcelona,Osona,Collsacabra,Tavertet,La Rocallarga desde el Avenc,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,7 km",886.0,1.186,550m,5:30h,Apartotel l'Avenc de Tavertet,Tavertet.,https://www.rutaspirineos.org/rutas/volta-de-la-rocallarga-tavertet-collsacabra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volta-de-la-rocallarga-tavertet-collsacabra_es.pdf,11/11/2025
280,España,Cataluña,Gerona,La Selva,Depresión de la Selva,Vilobí d´Onyar,Vuelta por el Rec de Banyacans y las Fuentes de Salitja,"Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,8 km",118.0,204.0,85m,2:40h,Iglesia de Sant Esteve,Vilobí d'Onyar,https://www.rutaspirineos.org/rutas/volta-rec-banyacans-fonts-salitja-vilobi-onyar,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-volta-rec-banyacans-fonts-salitja-vilobi-onyar_es.pdf,11/11/2025
281,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Vuelta al refugio de Comes de Rubió,Familias y niños;Rutas circulares;Raquetas de nieve,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,9 km",1.7,2.052,400m,3:30h,Puerto del Cantó,Rubió,https://www.rutaspirineos.org/rutas/vuelta-al-refugio-de-les-comes-de-rubio-desde-port-del-canto,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vuelta-al-refugio-de-les-comes-de-rubio-desde-port-del-canto_es.pdf,11/11/2025
